Nom,Type de bière,Type de bière précision,Degré d'alcool,Brasserie,Pays,Prix,Amertume,Acidité,Vivacité,Puissance,Rondeur,Fruité,Visuel,Odeur,Goût,Description,Url
TONGERLO PRIOR,BLONDE,TRIPLE,9.0,HAACHT,BELGIQUE,2.75,4,2,4,8,8,6,"Robe dorée, brumeuse, mousse blanche onctueuse","Arômes de houblons frais, épices, malt, caramel, notes fruitées","Attaque puissante et corsée, notes d'épices, levures, pain, caramel, fruits secs, finale longue et savoureuse","Les bières de Tongerlo font partie des bières belges d’abbaye officiellement reconnues à travers le monde. Les Prémontrés de Tongerlo brassent depuis 1130 leurs bières. A partir des années 90, c'est la brasserie Haacht qui perpétue la tradition tout en utilisant des techniques modernes.
La Tongerlo Prior Triple est une bière blonde à la robe dorée et à la mousse blanche et onctueuse. Elle dévoile des arômes de houblon avec de belles notes d’épices, de fruits, de malt et une pointe de caramel. En bouche, comme au nez, des saveurs de levure, de fruits, d’épices, de malt et de caramel avec une fin de bouche agréablement amère.
C'est une bière unique et de caractère qui montre tout le savoir-faire des brasseries belges.",https://vandb.fr/tongerlo-prior.html
ROCHEFORT 6,BRUNE,DOUBLE,7.5,ROCHEFORT,BELGIQUE,2.25,4,2,2,6,6,6,"Robe marron, reflets rubis, limpide, mousse beige","Arômes de malt grillé, caramel, raisin, prune, épices, sucre","Douce et sucrée, saveurs de caramel, sucre roux, levures, épices, fruits noirs, torréfaction, finale légèrement amère","Les moines de l'abbaye Notre-Dame de Saint Rémy de Rochefort brassent des bières depuis1595. C'est en 1953 que la Rochefort 6 sort pour la première fois des cuves. Cette bière est considérée comme la plus ancienne bière produite par l'abbaye puisque sa recette s'inspire d'une bière brassée avant la seconde guerre mondiale. Bien qu'étant la plus ancienne, elle en est pas moins la plus rare. En effet, cette dernière n'est brassée seulement que quelques semaines par an.
Cette bière trappiste dévoile une mystérieuse robe marron dont de doux reflets rubis s'échappent de sa mousse aérienne. Au nez, vous serez confrontés à une cascade d'arômes fruités et épicés avec une dominante maltée. En bouche, vous serez en présence d'une symphonie gustative orchestrée par l'association des saveurs maltées, caramélisées, épicées, fruitées accompagnées d'une pointe de torréfaction qui rend cette bière délicate au palais. En fin de bouche, une belle amertume équilibrée se fait sentir.
Une bière dont la rareté est à la hauteur de sa qualité.",https://vandb.fr/rochefort-6.html
MORGANE BIO,BLONDE,PALE ALE,5.5,LANCELOT,FRANCE,2.95,4,2,2,4,4,4,"Robe blonde, reflets orangés, trouble, fine mousse blanche","Arômes de malt, pain grillé, notes florales, fruits, levures","Douce et fruitée, notes florales, légèrement mielleuse, fruits, levures, fine amertume","Depuis 25 ans, la brasserie Lancelot créée des bières en s'inspirant des histoires et légendes bretonnes. Brassées selon les traditions belges, ses bières affichent une belle qualité.
La Morgane fait partie de la gamme de bières biologiques de la brasserie. Elle est fabriquée à partir des meilleurs ingrédients bio de la région ce qui lui offre une qualité exceptionnelle. Son nom fait référence à celui d'une fée des contes celtiques possédant des pouvoirs de guérison.
La Morgane bio possède une robe blonde aux reflets orangés et à la fine mousse blanche. Elle développe au nez d'agréables arômes de malt, de pain grillé et de fruits. De fines notes de fleurs et de levures sont également perceptibles. Douce et fruitée, elle dévoile en bouche un équilibre entre notes florales et fruitées. Elle révèle des notes mielleuses et de levures. Une bière à la fine amertume qui la rend particulièrement rafraîchissante.
Comme le dirait les bretons : Yec’hed mat !",https://vandb.fr/morgane-bio.html
SUPER 8 BLANCHE,BLANCHE,WITBIER,5.1,HAACHT,BELGIQUE,1.95,2,4,6,4,4,6,"Robe jaune claire, trouble, fine mousse blanche",Notes d'agrumes et d'épices,"Forte pétillance, fraîche et désaltérante, notes d'agrumes et de céréales","Après 120 ans d'histoire, la Brasserie familiale Haacht continue de nous étonner avec sa nouvelle gamme Super 8 et plus particulièrement sa Super 8 Blanche. Cette bière, réalisée à partir de blé, est devenue en très peu de temps, une référence dans sa catégorie. Elle s'est vue décerner de nombreuses récompenses dont en 2017 le prix de la meilleure bière belge du monde au célèbre concours World Beer Awards.
La Super 8 Blanche est une bière belge à base d'orge maltée et de malt de froment. Elle est brassée avec de l'écorce d'orange et de la coriandre, ce qui lui confère des notes d'agrumes et d'épices, très caractéristiques des bières blanches belges.
Reconnaissable entre mille, la Super 8 blanche dévoile une belle robe jaune pâle légèrement brumeuse recouverte d'une délicate mousse blanche. Si vous vous approchez du verre, vous serez envahis par des arômes d'agrumes combinés à des notes épicées. Le tout donne un nez léger et frais. Son délicieux goût rafraîchissant est ponctué par des notes d'agrumes et de céréales.
Idéale pour la période estivale, elle saura vous séduire par son caractère désaltérant et rafraîchissant.",https://vandb.fr/super-8-blanche.html
QUINTINE AMBRÉE,AMBRÉE,STRONG ALE,8.5,DES LÉGENDES,BELGIQUE,3.2,6,2,2,8,6,4,"Robe ambrée brûmeuse, mousse blanche et onctueuse","Arômes poivrés, épices, malt, cannelle, caramel","Ronde et onctueuse, saveurs de malt grillé, épices, caramel, notes poivrés, finale longue et légèrement amère, bulles très fines","La brasserie des Légendes est née en décembre 2006 de l’union de 2 brasseries : La brasserie des Géants et la brasserie Ellezelloise. Le mot ""Légendes"" associe le folklore riche des régions : la Ducasse d'Ath avec son cortège des Géants et le Sabbat des Sorcières d'Ellezelles.
Quintine fait référence à une sorcière dont le bûcher fût dressé en 1610. Elle laissa derrière elle un vieux grimoire remplit de potions magiques, dont la Quintine Ambrée.
La Quintine ambrée est une bière de fermentation haute à la robe ambrée surmontée d'un large nuage de mousse blanc. De cette potion s'échappe des arômes de malt et d'épices : poivre et cannelle. Lors de sa dégustation, prenez le temps d'apprécier ses saveurs de malts caramélisés et d'épices.",https://vandb.fr/quintine-ambree.html
NEVERMORE,NOIRE,IMPERIAL STOUT,9.5,LA DÉBAUCHE,FRANCE,4.6,6,2,2,10,8,6,"Robe noire profonde, mousse beige crémeuse","Arômes de café, de malt torréfié, de chocolat noir, de fruits secs, notes houblonnées subtiles","Liquoreuse, intense, arômes de malt torréfié, café, chocolat noir, bourbon, fruits secs, vanille, notes boisées, finale longue et chaleureuse","Avec son étiquette tout droit sortie d'un film d'horreur où l'on retrouve un personnage au cœur brisé, ressemblant au Slender Man, mais aussi des corbeaux, la Nevermore de la brasserie la Débauche est une Russian Imperial Stout vieillie en fût de chêne et de bourbon.
Une fois versée dans un verre, la Nevermore dévoile une robe d'un noir profond et surmontée d'une mousse beige et crémeuse. Au nez, on retrouve très rapidement les marqueurs typiques aux bières noires avec des arômes de café, de malt torréfié et de chocolat noir. En bouche, les saveurs sont intenses, et sur le grillé. Des notes de malt torréfié, de café et de chocolat noir dominent et se marient parfaitement avec les touches de bourbon, de fruits secs, et de vanille obtenue grâce au vieillissement en barrique. Sa finale longue et chaleureuse !
Installez-vous confortablement dans votre fauteuil pour déguster cette Russian Imperial Stout et préparez-vous au grand frisson !",https://vandb.fr/nevermore.html
SUPER 8 IPA,BLONDE,IPA,6.0,HAACHT,BELGIQUE,2.5,6,2,4,4,4,6,"Robe ambrée, col de mousse blanc","Arômes de caramel, agrumes, houblons","Sèche et houblonnée, notes d'agrumes, de caramel, finale amère","Les IPA sont nées au 18ème siècle, alors que le commerce se faisait principalement en bateau. Les matelots, pour tenir pendant ces longs mois de voyage, consommaient de la bière (pour remplacer l'eau). Mais après quelques mois de navigation, les bières étaient désagréables en bouche. C'est alors que les brasseurs prirent l'initiative d'ajouter du houblon pour conserver les bières plus longtemps !
Et paf ! Un nouveau goût était né : l'India Pale Ale !
Finalement, grâce à ce concours de circonstance un véritable nouveau style apprécié de tous à vu le jour !
Ici, la belge Super 8 IPA vous présente une robe blonde cuivrée surmontée d'une mousse fine et blanche. Elle offre un nez léger mais agréable aux notes de caramel et d'agrumes.
En bouche, elle dévoile des notes d'agrumes (citron et pamplemousse), de caramel, le tout sur une base maltée douce et agréable. La finale est longue et amère, une IPA parfaitement équilibrée.
Cette india pale ale légère et raffinée avec ses notes d'agrumes vous procurera un Super moment houblonné.",https://vandb.fr/super-8-ipa.html
THAI THAI,BLONDE,TRIPLE,8.0,OEDIPUS,PAYS-BAS,3.5,4,2,4,8,6,4,"Robe blonde, reflets orangés, trouble, mousse blanche","Arômes de malt, épices orientales, coriandre, citronnelle, galanga, agrumes","Ronde, corsée, notes épicées intenses, fruits, agrumes, orange, levures, finale longue et pimentée","À l'époque où les brasseurs de chez Oedipus créaient encore dans leur cuisine, la petite amie de l'un d'eux leur demanda de brasser autre chose qu'une IPA car elle n'aimait pas les bières houblonnées ! Après lui avoir demandé ce qu'elle souhaitait, l'équipe décida d'aller visiter le Chinatown d'Amsterdam dans le but de trouver des épices thaïlandaises et du gingembre pour brasser une bière à la fois douce et forte !
Épicée et puissante, la Thai Thai surprend par son choix d'ingrédients provenant de Thaïlande. Brassée avec de la coriandre et du gingembre notamment, cette Triple révèle une robe blonde aux reflets orangés légèrement trouble. Son nez se veut explosif avec des arômes de malt, d'épices, de coriandre et des notes d'agrumes. En bouche, c'est un véritable feu d'artifice ! Ronde et corsée, ses saveurs épicées sont intenses. Des touches de fruits exotiques et d'agrumes complètent la dégustation et amènent vers une finale longue et pimentée.
Aussi colorée et festive que la célèbre Full Moon, préparez-vous à voyager sous les tropiques dès la première gorgée avec la Thaï Thaï !",https://vandb.fr/thai-thai.html
SAINT FEUILLIEN BLONDE,BLONDE,BELGIAN PALE ALE,7.5,SAINT FEUILLIEN,BELGIQUE,2.3,4,2,4,6,6,4,"Robe blonde, dorée, trouble, mousse blanche aérienne","Arômes de levure, malt, orange, épices, houblon","Ronde et corsée, notes de malt, coriandre, épices, levure, amertume prononcée, finale sèche","La Brasserie St-Feuillien fut fondée en 1873. Depuis lors, plusieurs générations se sont succédées à travers une passion commune : la bière. Souhaitant proposer des produits de grande qualité, la brasserie n'hésite pas à investir dans de nouvelles installations. Des dépenses qui ont porté leurs fruits puisque ses bières ont remporté de nombreuses récompenses depuis leurs créations.
La St Feuillien blonde est une bière d'abbaye de haute fermentation élue meilleure bière d'abbaye en 2010 au World Beer Awards.
A la dégustation, elle arbore une robe blonde dotée de reflets dorés et d'une mousse généreuse. Elle dégage aux nez d'intenses arômes de malt et de levure. Les houblons aromatiques utilisés lors du brassage confèrent à la bière des arômes fruités essentiellement d'agrumes auxquels s'ajoutent des notes épicées et de coriandre. La bouche repose sur une base maltée sur laquelle on retrouve un équilibre entre épices et saveurs levurées. La finale de cette bière est sèche et légèrement amère.
Une belle bière d'abbaye qui ne manquera pas de vous étonner par sa symphonie aromatique.",https://vandb.fr/159303/saint-feuillien-blonde.html
GAIA,AMBRÉE,IPA,7.0,OEDIPUS,PAYS-BAS,3.5,8,2,4,6,4,6,"Robe ambrée, reflets orangés, mousse blanche épaisse","Arômes d'agrumes, orange, pamplemousse, résine de pin, malt caramélisée, fruits exotiques, cannabis","Onctueuse, texture huileuse, saveurs d'agrumes, résine de pin, malt caramélisés, fruits exotiques, finale longue et amère","Oedipus à fait le choix de mettre tout le monde d'accord en appelant son IPA Gaïa et en utilisant un recette où le houblonnage est tel que l'on pourrait parler de ""Big Bang"" houblonné ! Une bière artisanale qui vaut le détour !
Avec sa robe ambrée aux reflets orangés, cette West Coast IPA nous partage des arômes d'agrumes et de pamplemousse. Des notes de résine de pin, de malt caramélisé, et de cannabis sont perceptibles. En bouche, on retrouve ces saveurs dominantes accompagnées de touches de fruits exotiques. Onctueuse et à la texture huileuse, sa finale se veut longue et amère.
Alors plutôt team Gaïa ou team Big Bang ?",https://vandb.fr/gaia.html
STRAFFE HENDRIK,BLONDE,TRIPLE,9.0,DE HALVE MAAN,BELGIQUE,2.9,6,2,4,8,6,6,"Robe blonde, reflets dorés, mousse blanche dense","Arômes de houblon, épices (poivre noir, coriandre, gingembre), orange, pointes de levures","Puissante, malt, caramel, banane, houblon, notes épicées, orange, belle amertume","Brassée pour la première fois à l'occasion de festivités au sein de la ville de Bruges en 1981, la Straffe Hendrik a séduit tout le monde, devenant rapidement un incontournable de la brasserie De Halve Maan. Elle est la dernière Triple encore brassée au cœur du centre historique de Bruges.
Confectionnée à partir de six variétés de malts différentes, elle développe un goût puissant et une teneur en alcool élevée puisqu'elle titre à 9%. L'utilisation du houblon Saaz lors du processus de brassage donne un goût fortement houblonné à la Straffe Hendrik Triple.
À la dégustation, cette bière dévoile une incroyable robe blonde aux reflets dorés. Son épais col de mousse laisse s'échapper de puissants arômes de malts et de houblons. Le nez offre un délicat bouquet épicé composé essentiellement de poivre noir, de coriandre et de gingembre. Le tout est accompagné de notes orangées et levurées. Puissante, elle possède une bouche au goût très malté contrebalancé par des notes houblonnées et épicées. Sa finale est dotée d'une belle amertume.
La Staffe Hendrik est la bière qu'il vous faut déguster si vous êtes amateur de Triple.",https://vandb.fr/straffe-hendrik.html
KAPITTEL WATOU BLONDE,BLONDE,BELGIAN PALE ALE,6.5,LEROY,BELGIQUE,2.0,4,2,4,6,6,4,"Robe jaune clair, brumeuse, mousse fine","Arômes de malt, miel, houblon, herbes, levures","Légère, douce, notes de fruits (orange et banane), malt, fleurs, légèrement amère","Située au cœur du pays du houblon à Watou, la brasserie Van Eecke brasse la gamme Kapittel depuis la fin de la Seconde Guerre Mondiale dont la blonde fut la première à sortir des cuves.
Cette bière d'abbaye, née de l'association de la simplicité et du savoir-faire, est un vrai délice. Sa qualité exceptionnelle fait d'elle l'une des meilleures bières blondes du monde ce qui lui a valu de remporter de nombreux titres depuis sa création.
A la dégustation, la Kapittel Watou Blonde nous dévoile une belle couleur jaune clair légèrement brumeuse surplombée d'une délicate mousse blanche. Le nez est partagé entre parfums maltés, houblons herbacés et miel. Des notes de levure sont également présentes. La bouche, douce et légère, dévoile d'agréables saveurs fruitées et maltées accompagnées de notes florales. Le tout est accompagné d'une légère amertume.
La Kapittel Watou Blonde vous étonnera par ses arômes subtiles.",https://vandb.fr/kapittel-watou-blonde.html
HOPTOPOD,AMBRÉE,IPA,6.5,DOGMA,SERBIE,3.65,8,2,6,6,4,6,"Robe ambrée, reflets dorée, légèrement trouble, fine mousse blanche persistante","Arômes d'agrumes, notes florales, de citron et de fruits tropicaux","Saveurs d'agrumes, florales, de citron, herbacées, finale sèche, amertume puissante","La Hoptopod est une IPA de la brasserie Dogma située à Belgrade en Serbie. Tirant sa source dans les recettes des West Coast IPA américaines, l'utilisation de houblons qui poussent aux abords de la rivière Yakima comme le Simcoe ou le Mosaic en font un ""Monstre Houblonné"" !
Avec sa robe ambrée et ses reflets dorés, la Hoptopod séduit par ses arômes d'agrumes, de citron et de fruits tropicaux. Ses notes florales au nez annoncent avec élégance une bouche aux saveurs houblonnées et herbacées accompagnées de subtils touches de citron. Avec son amertume puissante, cette IPA offre une finale sèche.
N'hésitez pas à retrouver en exclusivité cette IPA chargée en houblon dans votre V and B le plus proche !",https://vandb.fr/hoptopod.html
PORTE DORÉE,AMBRÉE,AMBER ALE,5.2,DU GRAND PARIS,FRANCE,3.5,6,0,8,6,8,6,Robe rouge ambrée aux reflets cuivrés. Mousse couleur blanc cassé.,Arômes maltés. Notes d'épices et d'agrumes.,"Saveurs maltées, de pain et de toasté. Notes de caramel, d'épices et citronnées.","La Porte Dorée de la brasserie du Grand Paris rend hommage au célèbre pont du Golden Gate à San Francisco, comme nous l'explique avec nostalgie les brasseurs qui l'ont si souvent traversé !
Cette bière à la robe rouge ambrée et aux reflets cuivrés donne des arômes puissants de malt, des notes d'épices et d'agrumes au nez. Grâce à l'utilisation de 5 malts différents lors du brassage, des saveurs de céréales et de pain toasté se distinguent. Elles sont ensuite accompagnées avec subtilité par des notes de caramel, d'épices et de citron.
Cette ambrée à l'aromatique équilibrée vous fera voyager à bord de son célèbre ""cable car"" et vous fera découvrir les longues avenues ensoleillées de cette ville cosmopolite.",https://vandb.fr/porte-doree.html
TONGERLO NOX,BRUNE,DOUBLE,6.5,HAACHT,BELGIQUE,2.35,4,2,2,6,6,4,"Robe brune, reflets cuivrés, mousse beige crémeuse","Arômes de malt grillé, caramel, levure, épices, sucre, vanille","Douce et onctueuse, notes de malt grillé, sucre, vanille, bananes cuites, chocolat, café, caramel","Depuis la création en 1130, les moines de l'abbaye de Tongerlo brassent des bières dans l'optique de subvenir à leurs besoins. Au fil des siècles, ils développèrent l'art du brassage et leur savoir-faire. Aujourd'hui, l'abbaye est l'une des plus influentes de Belgique mais a cependant cessé la fabrication de bière. Elle a été depuis reprise par la brasserie Haacht qui perpétue ses traditions.
La Tongerlo Nox Brune est une bière double de fermentation haute. À la dégustation, elle dévoile une robe brune aux reflets rubis et à la mousse crémeuse. Au nez, elle offre une riche palette aromatique composée d'arômes maltés, grillés et caramélisés accompagnés de notes de levure, d'épices et de sucre. La bouche est dans la continuité du nez. Gourmande, elle se révèle très intense en goût. Des saveurs de vanille, de banane et de café s'ajoutent au mélange.
La Tongerlo Nox vous fera succomber avec ses arômes gourmands.",https://vandb.fr/tongerlo-nox.html
TRIPICK 8 TRIPLE,BLONDE,TRIPLE,8.0,TRIPICK,BELGIQUE,3.2,6,2,4,8,6,4,"Robe blonde, reflets orangés, mousse blanche généreuse","Arômes de houblons, épices, levure, fruits secs, malt","Notes de houblons, épices, malt, caramel, levure, fruits secs, amertume contrôlée","Pourquoi ""Tripick"", vous êtes prêt ? C'est d'abord la contraction de ""trois"" et ""pic vert"". ""Pic Vert"" pour la référence à la région Ardenne ou l'on observe ce petit oiseau vert. Il est d'ailleurs présent sur l'étiquette. ""Trois"" pour le nombre de fondateurs de la brasserie : trois amis de longue date qui partagent une passion pour la bière.
La Tripick Triple est une bière de haute fermentation brassée à partir d'une grande quantité de malt clair. Elle offre à la dégustation une robe blonde surplombée d'un épais col de mousse. Au nez, elle dégage d'agréables arômes houblonnés et épicés. Ces derniers sont également présents en bouche. Le tout repose sur une amertume contrôlée.
La Tripick Triple et son caractère subtil offrent sur un plateau la délicatesse du houblon mêlée aux épices.",https://vandb.fr/tripick-8-triple.html
MONT BLANC BLEUE,AUTRE,AROMATISÉE-FRUITÉE,5.8,MONT BLANC,FRANCE,3.5,0,2,4,4,4,8,"Robe violette, fine mousse rosée","Arômes maltés, violette, sucre","Douce, gourmande et fruitée, malt, myrtille,","Depuis 1830, la brasserie Mont-Blanc brasse ses bières à partir de l'eau des glaciers du Mont-Blanc. Cette eau récupérée à 2074 mètres d’altitude est très pure car peu minéralisée. A partir de celle-ci, le maître brasseur parvient à créer des bières d’exception à l'image de : la Bleue.
La Bleue du Mont Blanc est une bière spéciale née de l'association entre l'eau des montagnes et les myrtilles. Cette bière arbore une robe rubis tirant vers le violet à la mousse légèrement rosée. Elle offre de délicieux arômes de myrtille associés au malt. En bouche, on retrouve les saveurs sucrées et fruitées des myrtilles accompagnées de notes de malt.
Encore une bière étonnante qui nous est offert par la brasserie du Mont Blanc.",https://vandb.fr/mont-blanc-bleue.html
MANNENLIEFDE,BLONDE,SAISON,6.0,OEDIPUS,PAYS-BAS,3.5,6,4,6,6,2,6,"Robe blonde dorée, mousse blanche fine","Arômes d'épices, de fruits, poivre, notes florales, houblon frais, citronnelle","Fraîche et sèche, saveurs fruitées intenses, épices, poivre, citronnelle, houblon, finale sèche et légèrement amère","Même si le monde de la bière n'est que cliché macho et publicité virile, il ne faut pas s'arrêter à sa première impression et c'est aussi ce que veut nous raconter la brasserie néerlandaise Oedipus : Ils aiment la bière et ils nous aiment tous.
Révélant sa robe blonde dorée et surmontée d'une fine mousse blanche, cette Saison offre au nez des arômes d'épices, de fruits, de poivre qui se mêlent aux notes florales, de houblons frais et de citronnelle. Fraîche et sèche, ses saveurs sont fruitées, épicées et houblonnées. Sa finale est sèche et légèrement amère.
La Mannenliefde est une bière brassée pour la libération de la bière et l'abolition des préjugés liés à son environnement. Avec la volonté de casser les idées reçues et notamment sur le fait que la bière soit une boisson d'homme. Cette Saison nous parle d'ouverture d'esprit, de vulnérabilité et de diversité. Un jolie message de paix pour une brasserie engagée !",https://vandb.fr/mannenliefde.html
SAINT BERNARDUS ABT 12,BRUNE,QUADRUPLE,10.0,SAINT BERNARDUS,BELGIQUE,2.8,6,4,2,10,8,6,"Robe brune profonde, mousse ivoire crémeuse","Arômes de malt torréfié, réglisse, caramel, café, fruits mûrs","Puissante et liquoreuse, malt torréfiées, chocolat, caramel, fruits mûrs, épices, pruneau, figue","Considérée comme l'une des meilleures bières du monde, la St Bernardus Abt 12 fait la fierté de la brasserie St Bernardus depuis sa création en 1946. Brassée selon la même recette que la mythique bière trappiste Westvleteren 12° Abt de l'abbaye St-Sixtus, elle est d'une qualité inégalable. Celle-ci lui a d'ailleurs valu d'être élue en 2005 meilleure bière du monde. L'engouement autour de cette bière est tel qu'il est compliqué de s'en procurer. Elle reste cependant plus facile à se procurer que la Westvleteren 12° Abt.
La St Bernardus Abt 12 est une quadruple de fermentation haute puissante et fruitée. Elle possède une robe brune surmontée d'une mousse crémeuse. Elle offre au nez une riche palette aromatique composée de puissantes notes fruitées ainsi que des arômes de malts torréfiés et de caramel. En bouche, elle révèle des saveurs complexes de fruits, de chocolat, de caramel et d'épices. Elle offre un parfait équilibre entre douceur des fruits et amertume.
N’hésitez pas trop longtemps, elle risque de vous passer sous le nez.",https://vandb.fr/saint-bernardus-abt-12.html
MALHEUR 10,BLONDE,STRONG ALE,10.0,DE LANDTSHEER,BELGIQUE,2.9,6,4,4,10,8,6,"Robe jaune brillante, trouble, mousse blanche épaisse","Arômes de levures, pêche, houblon, miel, épices","Puissante et corsée, notes d'épices, agrumes, pêche, levure, miel, finale longue et chaleureusement, amertume fine","Brassée par la brasserie belge Malheur selon une méthode traditionnelle, la Malheur 10 est une bière blonde de caractère aux arômes de pêche. Plusieurs fois médaillée, elle a remporté, en 2014, le prix de la meilleure bière belge dans sa catégorie au World Beer Award.
Une fois servie dans le verre, la Malheur 10 dévoile une belle couleur jaune aux reflets dorés rappelant ceux du soleil. De sa mousse abondante s’échappent de délicieux arômes de pêche accompagnés de notes houblonnées et épicées qui créent une harmonie parfaite au nez. En bouche, on retrouve les saveurs de la pêche et des épices auxquelles s'ajoutent des notes d'orange, de citron et de levure. La finale de cette bière est dotée d’une belle amertume. Le tout lui confère un équilibre parfait et permet de camoufler le fort degré d'alcool de cette bière.
Cette bière de dégustation sera un vrai bonheur pour tous les amateurs de bière.",https://vandb.fr/malheur-10.html
WESTMALLE DOUBLE,BRUNE,DOUBLE,7.0,WESTMALLE,BELGIQUE,1.95,4,2,4,6,6,4,"Brune, reflets acajous, mousse beige crémeuse","Puissants arômes maltés, caramel, notes florales, réglisse","Douce et onctueuse, réglisse,malt grillé, notes de caramel, amertume sèche","L'abbaye Westmalle exerce des activités brassicoles depuis sa création en 1856. La Dubbel fut l'une des premières bières brassées par la brasserie et la première Dubbel du monde. Alors que les moines cherchaient une bière pour accompagner la blonde, ils décidèrent de s'attaquer à la recette des bières brunes. Ils ajoutèrent du malt dans la recette de la blonde. Le résultat fut très concluant puisqu'elle fut immédiatement adoptée par les moines. Sans le savoir, ils créèrent un nouveau style les ""Dubbel""
La Westmalle Dubbel est une bière de haute fermentation dotée d'une refermentation en bouteille. Elle est brassée sous le strict contrôle des moines ce qui lui permet de faire partie du cercle restreint des bières trappistes.
A la dégustation, la Westmalle Dubbel se révèle tout en délicatesse et douceur pour enchanter les papilles durablement. Elle possède une belle robe brune aux reflets acajous surmontée d'un épais col de mousse. Elle possède une palette aromatique complexe et subtile, composée de puissantes notes de malts caramélisés et de fleurs. Des effluves alcooleuses sont également présentes au nez et annoncent le caractère puissant de la bière. La bouche est dans la continuité du nez. Elle offre une belle amertume en fin de bouche qui s'équilibre grâce à des notes fruitées.
Cette bière d'exception est un délice pour les sens.",https://vandb.fr/westmalle-double.html
FUNKY,BLONDE,IPA,6.2,DISTRIKT,FRANCE,3.7,8,2,4,6,4,6,"Robe blonde, reflets orangés, légèrement trouble, fine mousse blanche","Notes d'agrumes, résine de pin, levure, caramel","Sèche, résine de pin, agrumes, pamplemousse, levure, huileuse, herbacée, finale amère","Depuis devenue leur bière phare, la Funky de chez Distrikt située à Maule est la toute première bière de cette brasserie française. Tout droit revenu de la Rochelle et diplômé de l'école de brasseur, Alexandre a décidé de créer une India Pale Ale à l'aromatique étonnante !
Arborant une robe blonde aux reflets orangés, la Funky est une IPA qui offre au nez des arômes d'agrumes et de pin. En bouche, les saveurs sont sèches et résineuses, typiques des IPA américaines, et l'usage d'un Dry Hopping avec 3 houblons différents permet d'obtenir des notes de pamplemousse et d'agrumes. La finale se veut amère.
À tous ceux qui aiment bouger leur corps sur de la Soul, n'hésitez pas à déguster la Funky en écoutant ""Uptown Funk"" !",https://vandb.fr/funky.html
PATER LIEVEN TRIPLE,BLONDE,TRIPLE,8.0,VAN DEN BOSSCHE,BELGIQUE,2.65,4,2,4,8,6,4,"Robe blonde dorée, col de mousse blanche épais","Arômes de pain frais, malt, levure, levain, fruits, houblon, notes herbacées, épices","Ronde et douce, notes de pain frais, levures, malt, fruits secs, banane, notes houblonnées, épices, finale peu amère","Après le succès de la Pater Lieven Blonde, la brasserie belge Van Den Bossche a choisi de la décliner en version Triple afin d'offrir à celle-ci plus d'intensité aromatique, mais aussi de puissance. Cette transformation est obtenue par une augmentation de la quantité de malts ajoutée lors du brassage.
A la dégustation, la Pater Lieven Triple dévoile une robe blonde aux reflets dorés surmontée d'un épais col de mousse blanc. Au nez, elle possède un intense bouquet aromatique composé de notes de malts, de pain, de levures, de fruits et de houblons herbacés accompagnés de notes épicées. La bouche confirme les perceptions du nez. Elle révèle de délicates notes de fruits secs et de banane. Le tout est contrebalancé par une subtile amertume qui n'entrave en rien la douceur de cette bière.
Une petite douceur qui vous fera redécouvrir les Triples.",https://vandb.fr/pater-lieven-triple.html
QUEUE DE CHARRUE TRIPLE,BLONDE,TRIPLE,9.0,QUEUE DE CHARRUE,BELGIQUE,2.4,4,2,2,8,6,4,"Robe blonde, reflets dorés, mousse blanche compacte","Malt caramélisé, épices, levures, houblon frais","Puissante et gourmande, notes épicés, fruits secs, levure, finale corsée et légèrement amère","Brassée depuis 1992, la Queue de Charrue Triple fut, pendant quelques années, la bière blonde de la marque. Cependant son fort degré d'alcool motiva la brasserie Vanuxeem à créer une bière blonde plus légère. La bière pris alors la dénomination Triple.
Refermentée en bouteille, cette triple une fois servit dévoile une belle robe blonde aux reflets dorés qui illumine les yeux. De sa belle mousse blanche s'échappe de doux arômes de malt caramélisé accompagnés de pointes épicées. On retrouve en bouche les saveurs épicées et fruitées ainsi qu'une amertume finale équilibrée.
Pendant ses débuts, la brasserie apposait sur ses étiquettes la mention ""Recommandée par le corps médical"". Si c'est le médecin qui le dit... (Évidemment l'alcool est à consommer avec modération)",https://vandb.fr/queue-de-charrue-triple.html
