Nom,Type de rhum,Type de rhum précision,Degré d'alcool,Brasserie,Pays,Prix,Epicé/Boisé,Tourbé/Fumé,Fruité,Floral/Végétal,Vivacité,Sucrosité,Pâtissier,Visuel,Odeur,Goût,Ancienneté,Description,Url
"TI GRAAL CITRON PASSION 45,4%",AMBRÉ,ARRANGÉS,45.4,TI CED,FRANCE,43.0,0,0,10,6,8,2,0,"Jaune, nuances vertes","Agrumes, canne","Fraîche, vive, acidulé, iodé, citron vert, jus de fruit de la passion",0,"On ne présente plus la Maison Ti'Ced qui s'est fait une place bien à elle dans l'univers du rhum arrangé. L'innovation est un vrai leitmotiv pour son créateur, Cédric Brément. Il n'a pas fini de nous surprendre, que ce soit dans le choix des fruits pour ses recettes, les types de rhums utilisés ou encore les différents types de fûts.
En 2019, Cédric dévoile sa nouvelle gamme : Ti Graal, un nom ambitieux bien choisi ! L'objectif est cette fois de valoriser la quintessence des rhums agricoles : les rhums ""bruts de colonne"". Ti Graal est donc un nouveau type de rhum arrangé pour lequel la puissance est le maître mot. On capte en effet la puissance aromatique du rhum brut de colonne, mais on monte aussi en degré d'alcool : la barre des 45 degrés est franchie !
Au nez, ce Ti Graal Citron Passion fait la part belle à la fraîcheur de la canne et aux notes exotiques des fruits. La bouche est acidulée, iodée et juteuse avec les notes de citron vert et de passion qui se répondent brillamment. La finale est remarquablement longue pour un arrangé.",https://vandb.fr/ti-graal-citron-passion-45-4-.html
M&G GROGUE NATURAL 44%,BLANC,RHUM - TRADITION FRANÇAISE,44.0,TRAPICHE DE TARRAFAL,CAP-VERT,36.0,0,0,10,4,8,4,0,Cristallin,"Envoûtant, fruits exotiques, canne fraîche, banane, fraise, épices fines","Gourmand, fruité, fruits de la passion, petits fruits rouges, canne à sucre, légèrement acidulée",0,"Música e Grogue (M&G) a été créé en 2017 par Simão Evora et Jean-Pierre Engelbach. Elle est implantée au Cap Vert à Tarrafal de Monte Trigo, est un petit village de pêcheurs et d'agriculteurs au pied de l'ancien volcan, le Tope de Coreo, sur l'île de Santo Antão. Ce territoire est idéal pour la culture des variétés locales de cannes à sucres qui sont cultivées sans intrants chimiques sur les flancs de la montagne, au milieu des arbres fruitiers. Tout est artisanal, de l'extraction du pur jus dans les trapiches (moulins traditionnels) jusqu'à l'embouteillage manuel ! L'objectif de Música e Grogue est de faire connaitre en France et en Europe la qualité de leurs rhums tout en développant l'activité des producteurs locaux de manière équitable.
Mais au fait, qu'est-ce que le « grogue » ? Le grogue est le nom local donné au rhum agricole. Grogue Natural est fabriqué à partir de cannes de variétés ""cana prêta"" et ""cana riscada"" récoltées de janvier à mai 2018. Le jus frais extrait est aussitôt distillé au village afin d'obtenir un grogue au nez envoûtant, sur les fruits en pagaille et la canne fraîche. La bouche gourmande et suave nous laisse sur une finale légèrement acidulée.",https://vandb.fr/m-g-grogue-natural-44-.html
COMPAGNIE DES INDES FLORIDA 2004 SINGLE CASK V AND B 43%,AMBRÉ,RUM - TRADITION ANGLAISE,43.0,SECRÈTE,ETATS-UNIS,89.0,6,6,2,10,6,0,4,Or profond,"Effluves très végétales, géraniums, fougères, curry, noisette, thym.","Chocolat, poivre rose, fumé, viande séchée, pâte à tartiner",13,"Compagnie des Indes sélectionne des rhums dans de nombreuses destinations exotiques et atypiques.
Parmi eux, V and B a choisi pour vous ce rhum single cask directement issu du pays des oranges outre atlantique : la Floride ! Il a vieilli pour moitié du temps sous le soleil et pour moitié sous climat continental. Au total, c'est donc 15 ans de vieillissement que compte ce florida 2004.
Le nez exalte des notes végétales. En bouche, ce rhum est rond et équilibré avec de belles notes boisées et épicées, des notes torréfiées, presque chocolatées. La finale est gourmande.
Un cadeau parfait pour les experts et amateurs de rhum.",https://vandb.fr/compagnie-des-indes-florida-2004-single-cask-v-and-b-43-.html
PLANTATION XAYMACA SPECIAL DRY 43%,AMBRÉ,RUM - TRADITION ANGLAISE,43.0,MULTIPLES,JAMAÏQUE,37.0,6,4,10,4,8,0,0,Ambré,"Complexe, fumé, viandé, fruité, herbacé, zeste d'orange amère, banane","Floral, fruité, poire, raisin, abricot, pomme, cannelle, épicé",0,"Xaymaca Special Dry est le pari réussi de la maison Plantation à faire découvrir le style si particulier des rums jamaïcains du 19ème siècle et plus particulièrement le ""Rum Funk"", réputé pour ses arômes caractéristiques de banane et d'ananas.
Xaymaca est le nom qu'employaient les premiers habitants de la Jamaïque pour parler de leur île, les arawaks. Un nom symbolique de retour aux sources donc !
Xaymaca Special Dry est la combinaison de rhums distillés dans deux alambics mythiques de l'île, à savoir le vieux John Dore de Long Pond et le Vendôme de Clarendon.
Le nez est riche, complexe, avec des notes fumées, presque viandées, qui laissent place ensuite à des notes plus fruités d'agrumes et de fruits exotiques.
La bouche, elle aussi complexe, est assez sèche avec une trame florale et fruitée, sur des notes de roses, de fruits blancs et de fruits jaunes.
La finale nous ramène dans une certaine rondeur laisse sur des notes d'épices et de fruits mûrs.",https://vandb.fr/plantation-xaymaca-special-dry-43-.html
PLANTATION PINEAPPLE 40%,AMBRÉ,SPICED,40.0,MULTIPLES,FRANCE,38.0,6,4,10,0,0,4,0,Fauve,"Ananas, écorces d'agrumes, clou de girofle, fumée","Banane mûre, ananas, épices, fumée",0,"Ce rhum est né de la volonté d'Alexandre Gabriel de redonner vie au ""Pineapple delicacy"", qu'affectionnait tant les anglais de la période Victorienne. C'est grâce à l'homme d'histoire qu'est David Wondrich et suite à de multiples recherches qu'Alexandre Gabriel eu toutes les indications utiles à la fabrication de ce nectar.
Les ananas Victoria sont décortiqués manuellement, l’écorce de l’ananas étant mise à infuser avec du rhum Plantation 3 stars durant une semaine avant d'être distillé, tandis que la chair de l'ananas est infusée avec du Plantation original Dark pendant plusieurs mois. De l'assemblage du distillat et de l'infusion naît le Plantation Pineapple.
Le nez est riche entre notes fumées, arômes intenses de fruits tropicaux, et épices. La bouche est douce, veloutée, sur les saveurs de fruits mûrs accompagnées de notes miellées et épicées. La finale est pâtissière, sur des notes d'ananas caramélisés, d’agrumes et d'épices.
Ce spiritueux à base de rhum se déguste pur à la manière d'un rhum arrangé mais peut également servir comme base pour vos cocktails exotiques !",https://vandb.fr/plantation-pineapple-40-.html
PLANTATION GRANDE RÉSERVE 40%,AMBRÉ,RUM - TRADITION ANGLAISE,40.0,WIRD,BARBADE,31.0,2,0,10,0,6,0,2,Ambre,"Fruits tropicaux, vanille, pêche blanche, noix de coco","Fruits tropicaux confits, vanille, fruits frais, tannins",2,"Plantation est la marque de rhum de la maison de cognac Ferrand. Elle sélectionne ses rhums dans les distilleries iconiques des Caraïbes (Barbade, Jamaïque, Panama...). Les rhums Plantation se divisent en deux gammes, avec d'un côté les blends et de l'autre les millésimes.
Ce Plantation Grande Réserve provient de l'assemblage de plusieurs rhums de la Barbade ayant d'abord maturé dans des fûts ex-bourbon sous le climat tropical de la Barbade, pour ensuite venir finir leur affinage dans les fûts de chêne français du château de Bonbonnet, fief de la maison Ferrand.
Le nez évoque les fruits tropicaux et les fruits à noyaux, agrémenté de quelques notes poivrées. La bouche est ronde, sur les fruits tropicaux confits et la vanille bourbon. La finale nous laisse sur des tanins délicats puis à nouveaux sur des notes de vanille bourbon.",https://vandb.fr/plantation-grande-reserve-40-.html
ABUELO 15 ANS TAWNY PORT FINISH 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,DON JOSE,PANAMA,79.9,0,0,10,0,4,4,0,Ambré,"Fruits rouges, raisin, cerise, noisette","Fruits rouges mûrs, velouté",15,"Assemblez trois rhums affinés en fûts spéciaux, faites le vieillir 15 années en fûts de Bourbon de chêne américain, puis faites le maturer en fûts de Porto cuvée Tawny, vous obtiendrez des chocapiks !
Valera Hermanos SA est à la fois la première distillerie du Panama et sa dernière encore en fonctionnement !
A l'oeil, ce rhum présente une belle robe ambrée aux discrets reflets rouges. Le nez est vif, aux accents de fruits rouges (cerises) et fruits à coque. La bouche est douce et généreuse et se termine sur des notes de fruits mûrs.",https://vandb.fr/abuelo-15-ans-tawny-port-finish-40-.html
CIHUATAN 8 ANS GRAN RESERVA 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,LICORERA CIHUATAN,EL SALVADOR,43.9,0,0,8,4,0,6,10,Roux,"Orange, miel, vanille, eucalyptus","Chocolat, orange, vanille, café, amandes",8,"Le Salvador est le plus petit pays d'Amérique Centrale. Cette ancienne colonie espagnole peut depuis 2004, se vanter d'avoir son propre rhum, nommé Cihuatan. Ce nom rend hommage au peuple Maya qui vivait autrefois à l'emplacement des champs de canne à sucre qui entourent la distillerie.
Après de longues années de patience, le Cihuatan 8 ans Gran Reserva est le premier rhum de la marque commercialisé en Europe. Vieilli en fûts de bourbon selon la technique Solera, ce rhum se veut gourmand porté par des notes de chocolat, de miel, de caramel, le tout harmonisé dans un bois discret.
Une pointe de café relève l'ensemble, pour un bel équilibre final !",https://vandb.fr/cihuatan-8-ans-gran-reserva-40-.html
DIPLOMATICO VINTAGE 2004 43%,AMBRÉ,RON - TRADITION ESPAGNOLE,43.0,UNIDAS S.A.,VENEZUELA,95.0,6,4,8,0,0,6,8,Ambré,"Vanille, café, chocolat","Fruits secs, chêne, fumé",0,"Diplomatico, la célèbre marque de rhum vénézuélienne, présente sa gamme ""Vintage"".
Mais qu'est-ce que c'est ? Le terme ""vintage"" pourrait être traduit par ""millésime"" en français, mais cette expression est davantage réservée au domaine du vin. Ici, ce Diplomatico Vintage 2004 est donc réalisé à partir de rhums distillés uniquement durant cette année là. Pour le vieillissement, il faudra attendre 12 ans que les fûts de bourbon fassent leur travail avant que les maîtres de chais n'assemblent les rhums pour une dernière année d'affinage en fûts de sherry. Tout ce processus se déroule sous la houlette du maître rhumier de la distillerie, Tito Cordero, le champion du monde 2014 dans sa catégorie !
Le résultat est à la hauteur du travail accompli, un rhum rond et gourmand aux arômes marqués, présenté dans une sublime bouteille à effigie de son créateur, bien sûr !",https://vandb.fr/diplomatico-vintage-2004-43-.html
ABUELO 7 ANS 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,DON JOSE,PANAMA,37.9,4,0,0,0,4,6,10,Or Profond,"Gourmand, pâtissier, vanille, caramel, viennoiserie","Bois, caramel, épices, fraîche",7,"L'Abuelo 7 ans est l'incontournable du domaine. C'est le rhum vieux le plus vendu à Panama, et sa réputation ne s'est pas arrêtée aux frontières du pays. Il exprime avec sincérité l'histoire et le savoir-faire traditionnel de la distillerie.
Au menu : un assemblage de rhums de 7 ans d'âge vieilli en fûts ex-bourbon. Un ron plus sec que nombre de ses confrères de la catégorie, mais qui garde une douceur caractéristique le faisant demeurer très accessible.
Au nez, on trouve des notes de mélasse, d'épices et de fruits exotiques (coco, vanille). La bouche est onctueuse, boisée, et offre une belle longueur.",https://vandb.fr/abuelo-7-ans-40-.html
LA MAUNY 1749 HÉRITAGE 40%,AMBRÉ,RHUM - TRADITION FRANÇAISE,40.0,MARTINIQUAISE,MARTINIQUE,29.9,4,0,8,4,6,0,0,Jaune paille,"Prune, mirabelle, fruits secs","Fraîche, suave, jus de canne, miel, bois, fruits",0,"L’histoire de la maison La Mauny ne date pas d'hier. Flash-back 270 ans en arrière où un noble breton, conseiller du Roi de France, jeta l'ancre en Martinique et trouva l'amour ! Il se maria avec la fille d'un planteur de Rivière Pilote : ainsi naquit la Plantation La Mauny. La commune de Rivière Pilote se trouve au Sud de l'île et jouit d'un micro-climat et d'un terroir volcanique qui offre aux cannes à sucre une concentration de sucre particulièrement rare.
La Mauny 1749 est un rhum ambré agricole qui aura maturé un an et demi dans des foudres de chêne, comme bien d'autres rhums de ce style. Néanmoins, ce rhum a la particularité de passer ensuite quelques mois dans des fûts de chêne ex-Porto Ruby.
Le nez est d'abord fruité, sur des notes de fruits à noyaux et de fruits secs, viennent ensuite des parfums de sucre chaud et d'épices.
La bouche est à la fois fraîche et suave, évoquant le jus de canne et des arômes miellés voire caramélisés. La finale est persistante sur la canne et les fruits secs.",https://vandb.fr/la-mauny-1749-heritage-40-.html
COMPAGNIE DES INDES LATINO 5 ANS 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,MULTIPLES,GUATEMALA,43.9,0,0,10,0,4,4,6,Or Jaune,"Frais et élégant, amande, massepain","Douce et subtile, réglisse, ananas, fruits tropicaux confits, miel, grains de café torréfiés",5,"Si Compagnie des Indes est passé maître en matière de sélection de fût, elle n'est pas en reste en ce qui concerne les assemblages.
Ce Latino 5 ans est composé de 4 rhums différents, avec une dominante de rhum de style espagnol guatémaltèques à hauteur de 60%, auquel s'ajoutent des rhums de la Barbade, de la Guyane et de Trinidad & Tobago.
Cet assemblage entre rhums de style espagnol (ron) et de style anglais (ron) révèle un équilibre tout à fait intéressant, le ron apportant beaucoup de notes pâtissières tandis que les rum apportent une fraîcheur et un fruité soutenu. Ce mélange des genres s'avère particulièrement réussi.
Le nez est on ne peut plus marqué par les notes fruitées. La bouche est ensuite une alternance de notes douces et puissantes, fraîches et fruitées, pâtissières et toastées.",https://vandb.fr/compagnie-des-indes-latino-5-ans-40-.html
LITTLE TOBAGO 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,SECRÈTE,TRINITÉ ET TOBAGO,41.0,10,0,8,2,2,6,2,"Orangé, reflets bruns","Banane verte, notes d'orange, vanille","Frais, équilibré, exotique, franc.",0,"Nos experts V and B : Nicolas de Mérignac, Julien de Langon, François de Rochefort et Arnaud de Niort ont sélectionné pour vous, un rhum tutti frutti.
Mais pourquoi Little Tobago ? Ce nom est celui d'une petite île située à côté de Trinidad et Tobago (provenance du rhum). Si vous souhaitez vous y rendre, les véritables coordonnées sont cachées sur la bouteille. Pas mal non ?
A la dégustation, vous découvrirez un rhum élégant, équilibré entre vanille, orange amère et banane verte. La finale est franche, fraîche et équilibrée.
Retrouvez notre recette de tiramisu à base de Little Tobago.
Belle dégustation !",https://vandb.fr/little-tobago-40-.html
YELLOW SNAKE 40%,AMBRÉ,RUM - TRADITION ANGLAISE,40.0,NON COMMUNIQUÉE,JAMAÏQUE,35.9,6,0,10,2,2,4,0,Or profond,"Canne à sucre, vanille, épices, fruits tropicaux","Poivre, floral, fruits exotiques bien mûrs, vanille",0,"En Jamaïque, on trouve une flore riche, dense et sauvage peuplée de magnifiques champs de cannes à sucre au milieu des palmiers et autres végétaux. La faune locale n'est pas en reste, avec la présence répandue d'un serpent baptisé ""Yellow Snake"" par les locaux.
C'est ce nom évocateur de l'île qu'a choisi l'entreprise française Odevie pour son rum à l'ADN jamaïcaine.
Pour arriver au résultat escompté, 20 rums jamaïcains de différents comptes d'âges (entre 3 et 8 ans) vieillis en fût de chêne américain ont été assemblés. Le nez ouvre le bal avec des notes de canne à sucre, de fruits tropicaux et d'épices douces.
La bouche se veut plus corsée que le nez tout en gardant un moelleux appréciable. On se balade entre notes de poivre, de fleurs, de fruits exotiques bien murs et d'épices douces (vanille notamment).
La finale nous emmène sur une belle complexité et une persistance aromatique.",https://vandb.fr/yellow-snake-40-.html
PYRAT XO RESERVE 40%,AMBRÉ,RUM - TRADITION ANGLAISE,40.0,MULTIPLES,ANGUILLA,44.9,4,0,8,6,6,0,0,Fauve,"Agrumes, végétal, médicinal, épices","Douce, orange, zeste d'agrumes, épices",0,"Cette bouteille soufflée à l’ancienne rappelle celles utilisées par les pirates au début du XIX siècle. Chacune est numérotée et arbore un ""Hoti"", moine joyeux et bon vivant qui est le Saint patron des bartenders.
Pyrat XO est un rum issu d'un assemblage de 9 rhums caribéens vieillis jusqu'à 15 ans en fûts de chêne du Limousin et américains.
A la dégustation, ce rum hisse haut la gourmandise et révèle un véritable trésor de fruits exotiques et d’épices, d'abricot confit, de vanille, de miel et de cannelle. Un rum tout en rondeur et qui offre une belle longueur.
Son étui ""lanterne"" rappelle celles utilisées à bord des bateaux pour veiller sur les tonneaux de rhum dont les cales étaient bien remplies !",https://vandb.fr/pyrat-xo-reserve-40-.html
COMPAGNIE DES INDES BRAZIL SINGLE CASK 16 ANS 42%,AMBRÉ,RON - TRADITION ESPAGNOLE,42.0,EPRIS,BRÉSIL,89.0,0,0,6,8,10,0,0,Or Clair,"Elégant, minéral, fenouil, végétal","Pêche blanche, vanille, menthol",16,"Compagnie des Indes est un embouteilleur indépendant français qui s'est donné pour mission de mettre en lumière le potentiel et la diversité des rhums de mélasse. L'entreprise travaille aussi bien sur des blends accessibles au grand public, que des single casks complexes qui raviront les puristes. L'embouteilleur se fournit dans les distilleries du monde entier.
Ce rhum Brésil 16 ans a été élaboré dans la distillerie brésilienne Epris qui alimente également le géant Bacardi. Cette distillerie est très prisée des embouteilleurs indépendants pour ses rhums aux notes végétales et fruitées. Un profil qui ressort parfaitement dans cette édition 16 ans d'âge, provenant d'un fût unique, qui exprime des notes mentholées, bien accompagnées par les fruits blancs et une pointe de vanille.
Une belle complexité toute en finesse qui ravira les palais les plus exigeants !",https://vandb.fr/compagnie-des-indes-brazil-single-cask-16-ans-42-.html
GWAÏ MANGUE & CITRON VERT 32%,PAILLE,ARRANGÉS,32.0,AUCUNE,FRANCE,31.0,0,0,8,2,4,6,4,"Orangé, trouble",Exotique,"Douce, suave",0,"Gwaï, c'est l'art du rhum arrangé par V and B !
Derrière chacune des recettes Gwaï se cache un partenariat avec un homme au parcours gourmand. D'abord cuisinier, Alain de chez Breiz Ile a œuvré au fourneau dans son restaurant en Guadeloupe. C'est d'ailleurs là-bas qu'il a commencé à cuisiner autre chose que du solide... Proposés au comptoir, ses rhums arrangés ont tout de suite suscité l'adhésion de ses clients qui repartaient du restaurant en ajoutant une bouteille de rhum arrangé sur la note.
Ce Gwaï Mangue & Citron vert fait partie des premiers rhums élaborés en collaboration avec Alain.
Le nez exalte les saveurs exotiques de la mangue et de la lime. La bouche est un juste équilibre entre la douceur et la suavité de la mangue, contrebalancée par les notes fraîches et végétales du citron vert. Régalez-vous !",https://vandb.fr/gwai-mangue-citron-vert-32-.html
ABUELO 15 ANS NAPOLEON COGNAC FINISH 40%,AMBRÉ,RON - TRADITION ESPAGNOLE,40.0,DON JOSE,PANAMA,79.9,4,0,10,0,4,2,0,Ambré,"Prune, raisin sec, fruits jaunes, chêne toasté, poudre de cacao","Vanille, fruits secs et à coque, fruits jaunes mûrs",15,"La seule distillerie du Panama à faire de la marque Abuelo son fer de lance : des rons premiums qui traduisent tout le savoir-faire de la maison.
Et avoir des rons premiums passe entre autre par une qualité de matière optimale. Pour s'en garantir, la maison Abuelo récolte l'intégralité de ses cannes à sucre à la main, n'hésitant pas à renforcer ses effectifs, constitués de 200 salariés permanents, avec 300 paires de mains supplémentaires au moment de la récolte de la canne.
L'Abuelo 15 Napoléon Cognac est à la tête des comptes d'âges de la maison Abuelo, partageant l'affiche avec deux autres cuvées d'une même gamme inaugurée en 2016.
Cette trilogie s'articule autour d'un rhum Abuelo 15 ans d'âge ayant maturé en fût ex- bourbon, qui ensuite est décliné en 3 types de finish différents.
Comme son nom l'indique, la cuvée Napoléon Cognac bénéficie elle d'un finish en fût ex-cognac Cuvée Napoléon. Ce dernier offre à ce ron une complexité fruitée supplémentaire avec des notes de fruits secs mis en avant et notamment de raisin, venant parfaitement enrichir le profil déjà rond et bien fruité.",https://vandb.fr/abuelo-15-ans-napoleon-cognac-finish-40-.html
GOLD OF MAURITIUS 40%,AMBRÉ,RUM - TRADITION ANGLAISE,40.0,GOLD OF MAURITIUS,MAURICE,49.9,6,0,4,0,4,6,10,Brun,"Boisé, fruits jaunes, noisettes torréfiées","Boisé, noisettes, cacao, vanille, banane",0,"Embarquons direction l'île Maurice, mais attention ce n'est pas pour ses plages paradisiaques ni pour jouer aux touristes ! C'est bien de rhum dont il est question, et plus précisément de la cuvée Gold of Mauritius élaborée par la société Litchquor Ltd. Elle produit sur l'île des rhums traditionnels à partir de mélasse, distillés ensuite en alambic à colonne.
Le rhum Gold of Mauritius est vieilli dans des fûts provenant d'Afrique du Sud et ayant contenus du Porto. Sa couleur sombre lui vaut la mention ""Dark Rum"" présente sur l'étiquette de ce flacon épuré. Elle dissimule de jolis arômes vanillés, de noisette et de cacao. Le registre pâtissier est clairement assumé pour un maximum de gourmandise et une dégustation qui vous fera voyager dans l'océan Indien !",https://vandb.fr/gold-of-mauritius-40-.html
LONGUETEAU PUNCH MARACUDJA 25%,BLANC,PUNCH,25.0,LONGUETEAU,FRANCE,35.0,0,0,10,4,0,4,0,Jaune pâle,"Fruité, canne fraîche","Passion, canne fraîche, acidulé",0,"A l'instar des rhums de la maison, les punchs Longueteau s'inscrivent dans une même volonté de valorisation du terroir et de la tradition.
Maracudja est le nom donné aux fruits de la passion. Ce punch est confectionné à partir de rhum blanc agricole Longueteau 50°, de sirop de sucre de canne, de vanille, de cannelle et de fruits de la passion frais.
Question terroir, Longueteau va au bout de sa démarche et enfonce le clou en utilisant des maracudjas directement issus des jardins de la plantation !
Après une macération des ingrédients durant plusieurs semaines, le punch Maracudja est prêt à déguster.
Au nez, les notes fruitées de passion et de canne fraîche sont séduisantes.
La bouche est bien équilibrée entre fraîcheur et gourmandise apportées par chacun des fruits.
La finale nous laisse sur ces saveurs de canne et de passion avec une agréable sensation acidulée.",https://vandb.fr/longueteau-punch-maracudja-25-.html
DEPAZ CUVÉE VICTOR 41%,AMBRÉ,RHUM - TRADITION FRANÇAISE,41.0,DEPAZ,FRANCE,34.9,6,0,10,4,4,2,4,Cuivre profond,"Fruits exotiques, agrumes, cire, chocolat","Poivre, bois, fruits du verger, fraîcheur, canne à sucre",0,"Avec cette Cuvée Victor, la Maison Depaz rend hommage à l'homme qui a marqué l'histoire de cette distillerie martiniquaise. La nature est imprévisible et lorsque la montagne Pelée entra en éruption en 1902, la coulée pyroclastique dévasta tout sur son chemin et notamment l'Habitation où travaillait le père de Victor Depaz. Alors, étudiant à Bordeaux, Victor qui était devenu orphelin, revint à Saint-Pierre avec une volonté de fer qui le conduit à ériger une distillerie qui fume depuis 1917 alors que le volcan lui, s'est rendormi.
La cuvée Victor est un assemblage de rhums de 3 à 4 ans d'âge, ayant respectivement maturé dans des petits fûts de chêne ex-bourbon.
Le nez évoque des notes fruitées, à la fois fraîches et confites, entre fruits exotiques et agrumes, soutenues par des épices et du cacao.
La bouche est résolument fruitée (fruits exotiques et fruits du verger), avec également des notes rafraîchissantes de canne fraîche.
La finale est complexe avec des notes boisées et végétales qui se mêlent aux fruits.",https://vandb.fr/depaz-cuvee-victor-41-.html
BREIZ'ÎLE ANANAS/ORANGE 23%,PAILLE,ARRANGÉS,23.0,NON COMMUNIQUÉE,FRANCE,28.0,0,0,10,0,6,4,0,Orangée,"Ananas, orange","Ananas, orange",0,"A l'origine, c'est Alain Jegaden, restaurateur en Guadeloupe, qui pensant rentrer en métropole pour continuer simplement l'aventure de la restauration dans sa Bretagne natale, se retrouva dans une aventure des plus surprenantes comme la vie en réserve parfois.
Rentrant avec dans ses bagages les recettes de rhums arrangés qu'il avait l'habitude de servir dans son restaurant de Guadeloupe, c'est tout naturellement qu'il décida d'en proposer à ses nouveaux clients. Bien lui en a pris, le succès est immédiat et il commence à vendre quelques bouteilles, puis quelques dizaines et ... c'était parti !
Brez'île Ananas/orange, voilà deux fruits qui se gorgent de soleil et qui rayonnent justement en bouche avec un fruité de haute intensité, l'orange apportant également un zeste de fraîcheur qui équilibre l'ensemble comme il faut.
Cet arrangé est confectionné et embouteillé manuellement de manière artisanale dans le Finistère.",https://vandb.fr/breiz-ile-ananas-orange-23-.html
TI CED ARRANGÉ ANANAS VICTORIA 32%,PAILLE,ARRANGÉS,32.0,AUCUNE,FRANCE,18.9,0,0,10,0,6,6,0,"Jaune pâle, reflet or","Léger, aérien, ananas frais","Ronde, suave, carpaccio d'ananas, légèrement acidulée",0,"Dans cette version mono-fruit, le rhum AOC de Martinique est magnifié par l'ananas Victoria, une variété célèbre pour sa petite taille et sa chair gorgée de soleil. La reine Victoria en personne était amatrice de ce fruit et lui a donné son nom !
Ti Ced met un point d'honneur a utiliser des fruits frais dans ses rhums arrangés pour en conserver toutes les saveurs. Ici, l'ananas provient exclusivement de l'île de la Réunion. Il est cueilli bien mûr et transporté rapidement en avion pour démarrer la macération au plus vite. Le fruit se libère complètement et c'est une explosion d'ananas frais qui envahit la bouche !",https://vandb.fr/180484/ti-ced-arrange-ananas-victoria-32-.html
HAMPDEN OVERPROOF 60%,PAILLE,RUM - TRADITION ANGLAISE,60.0,HAMPDEN,JAMAÏQUE,79.5,0,0,10,0,4,0,6,Or Jaune,"Concentré, fruits exotiques mûrs, amande, miel","Chocolat, palette de fruits en tout genre, pâtissier",8,"La distillerie Hampden est une figure emblématique de la Jamaïque. En activité depuis 265 ans, elle incarne le style inimitable des ""High Esters Rums"". Ces rhums sont réputés pour leur puissance aromatique et leur complexité impressionnante.
Après avoir commercialisé ses rhums par le biais d'embouteilleurs indépendants, tel que Habitation Velier du célèbre Luca Gargano, elle décide en 2018 de sortir une cuvée en embouteillage officiel, pour le plus grand bonheur des connaisseurs du monde entier.
Il existe deux versions de ce Hampden, la première est réduite à 46% tandis que celle-ci, la version ""Overproof"", est mise en bouteille à 60%. Ce terme originaire de l'époque de la Royal Navy, désigne des rhums au degré alcoolique particulièrement élevé, au dessus de 50% en général.
Mieux vaut être un consommateur averti pour apprécier ce Hampden Overproof à la puissance aromatique exceptionnelle. Les fruits en tout genre se mêlent aux notes chocolatées pour une explosion de saveurs digne du Jamaïcan Style !",https://vandb.fr/hampden-overproof-60-.html
FAIR BELIZE EXTRA OLD V AND B 49% + ETUI,AMBRÉ,RON - TRADITION ESPAGNOLE,49.0,TRAVELLERS,BELIZE,29.94,6,0,10,0,8,0,10,Vieil or,"Vanille, muscade, fruits blancs, iodé","Gourmande, fruits confits, vanille, crème brûlée",6,"Pour faire du rhum durablement, quoi de plus évident que de le faire de façon équitable ?
FAIR Spirits en a fait sa spécialité depuis 2009, parcourant le monde, apportant son savoir-faire pour le confronter à celui de petits producteurs locaux, et développant avec eux des spiritueux équitables, dont ce délicieux rum de Bélize !
Derrière ce Fair rum, il y a plus de 6000 petits producteurs qui adhèrent à une coopérative de cultivateurs : La Belize Sugar Cane Farmers Association.
A base de mélasse, Le Fair Belize Extra Old V and B est un embouteillage exclusif que vous ne pourrez pas retrouver ailleurs.
A l'instar de la version Fair Rum Belize à 40 degrés, ce rum s'avère gourmand, mais pas seulement. Embouteillé spécialement pour V and B à 49 degrés, il développe une palette aromatique bien plus complexe, exaltant les notes fruitées et pâtissières caractéristiques de ce rum. La finale nous entraîne vers un délice chocolaté de toute beauté.
Une merveille à offrir ou à se Fair offrir !",https://vandb.fr/fair-belize-extra-old-v-and-b-49-etui.html
RAMMSTEIN 40%,AMBRÉ,RUM - TRADITION ANGLAISE,40.0,RAMMSTEIN,MULTIPLES,49.9,4,0,8,2,2,4,4,"Dorée, cuivrée","Fruité, miel et banane","Banane, sucre, pruneau, miel",0,"Les opposés s'attirent non ? Et bien on vous prouve que le fou mariage du rhum et du métal est une affaire qui roule.
Vous êtes fans de métal? Le groupe Rammstein vous présente son rhum. Un profil robuste, à l'image de leur son, mais une bouche gourmande et banane. Il conviendra parfaitement aux novices qui ont des envies de jus musclés.
Chez V and B on espère qu'ils oseront venir au VandBfest un de ses quatres! Un événement familial, en Mayenne, réunissant artistes et bonne humeur pour le grand plaisir de nos oreilles !",https://vandb.fr/rammstein-40-.html
